review_id,order_id,review_score,review_comment
R000487,O000705,5,"Excellent product! Very happy with the purchase."
R000488,O000707,5,"দ্রুত ডেলিভারি মান ভালো।"
R000489,O000708,2,"পণ্যের মান আশানুরূপ নয়।"
R000490,O000710,3,"কোনো বিশেষ মন্তব্য নেই।"
R000491,O000711,4,"Good quality overall."
R000492,O000713,4,"Satisfied with the product."
R000493,O000714,5,"Excellent product, very happy with the purchase."
R000494,O000715,5,"Highly recommend to everyone."
R000495,O000717,2,"Not satisfied with the quality."
R000496,O000718,3,"Product is okay."
R000497,O000720,4,"Decent product for the price."
R000498,O000721,4,"ডেলিভারি সময়মতো হয়েছে।"
R000499,O000723,5,"প্যাকেজিং চমৎকার ছিল।"
R000500,O000724,1,"Very disappointed."
R000501,O000726,2,"ডেলিভারি দেরিতে হয়েছে।"
R000502,O000727,3,"মোটামুটি পণ্য।"
R000503,O000728,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000504,O000730,4,"Good quality overall."
R000505,O000731,5,"Excellent product! Very happy with the purchase."
R000506,O000733,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000507,O000734,2,"পণ্যের মান আশানুরূপ নয়।"
R000508,O000736,3,"Average quality, expected better."
R000509,O000737,4,"Satisfied with the product."
R000510,O000739,5,"দ্রুত ডেলিভারি মান ভালো।"
R000511,O000740,5,"Excellent product, very happy with the purchase."
R000512,O000742,1,"খুবই খারাপ অভিজ্ঞতা।"
R000513,O000743,3,"কোনো বিশেষ মন্তব্য নেই।"
R000514,O000744,3,"Product is okay."
R000515,O000746,4,"Decent product for the price."
R000516,O000747,5,"Highly recommend to everyone."
R000517,O000749,5,"প্যাকেজিং চমৎকার ছিল।"
R000518,O000750,1,"Very disappointed."
R000519,O000752,3,"মোটামুটি পণ্য।"
R000520,O000753,4,"ডেলিভারি সময়মতো হয়েছে।"
R000521,O000755,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000522,O000756,5,"Excellent product! Very happy with the purchase."
R000523,O000757,5,"দ্রুত ডেলিভারি মান ভালো।"
R000524,O000759,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000525,O000760,3,"Average quality, expected better."
R000526,O000762,4,"Good quality overall."
R000527,O000763,4,"Satisfied with the product."
R000528,O000765,5,"Excellent product, very happy with the purchase."
R000529,O000766,5,"Highly recommend to everyone."
R000530,O000768,2,"Not satisfied with the quality."
R000531,O000769,3,"কোনো বিশেষ মন্তব্য নেই।"
R000532,O000771,4,"Decent product for the price."
R000533,O000772,4,"ডেলিভারি সময়মতো হয়েছে।"
R000534,O000773,5,"প্যাকেজিং চমৎকার ছিল।"
R000535,O000775,5,"Excellent product! Very happy with the purchase."
R000536,O000776,2,"ডেলিভারি দেরিতে হয়েছে।"
R000537,O000778,3,"Product is okay."
R000538,O000779,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000539,O000781,4,"Good quality overall."
R000540,O000782,5,"দ্রুত ডেলিভারি মান ভালো।"
R000541,O000784,5,"Excellent product, very happy with the purchase."
R000542,O000785,2,"পণ্যের মান আশানুরূপ নয়।"
R000543,O000786,3,"মোটামুটি পণ্য।"
R000544,O000788,4,"Satisfied with the product."
R000545,O000789,4,"Decent product for the price."
R000546,O000791,5,"Highly recommend to everyone."
R000547,O000792,5,"প্যাকেজিং চমৎকার ছিল।"
R000548,O000794,2,"Not satisfied with the quality."
R000549,O000795,3,"Average quality, expected better."
R000550,O000797,4,"ডেলিভারি সময়মতো হয়েছে।"
R000551,O000798,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000552,O000800,5,"Excellent product! Very happy with the purchase."
R000553,O000801,1,"খুবই খারাপ অভিজ্ঞতা।"
R000554,O000802,2,"ডেলিভারি দেরিতে হয়েছে।"
R000555,O000804,3,"কোনো বিশেষ মন্তব্য নেই।"
R000556,O000805,4,"Good quality overall."
R000557,O000807,4,"Satisfied with the product."
R000558,O000808,5,"দ্রুত ডেলিভারি মান ভালো।"
R000559,O000810,1,"Very disappointed."
R000560,O000811,3,"Product is okay."
R000561,O000813,3,"মোটামুটি পণ্য।"
R000562,O000814,4,"Decent product for the price."
R000563,O000815,5,"Excellent product, very happy with the purchase."
R000564,O000817,5,"Highly recommend to everyone."
R000565,O000818,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000566,O000820,3,"Average quality, expected better."
R000567,O000821,3,"কোনো বিশেষ মন্তব্য নেই।"
R000568,O000823,4,"ডেলিভারি সময়মতো হয়েছে।"
R000569,O000824,5,"প্যাকেজিং চমৎকার ছিল।"
R000570,O000826,5,"Excellent product! Very happy with the purchase."
R000571,O000827,1,"খুবই খারাপ অভিজ্ঞতা।"
R000572,O000828,3,"Product is okay."
R000573,O000830,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000574,O000831,4,"Good quality overall."
R000575,O000833,5,"দ্রুত ডেলিভারি মান ভালো।"
R000576,O000834,5,"Excellent product, very happy with the purchase."
R000577,O000836,1,"Very disappointed."
R000578,O000837,3,"মোটামুটি পণ্য।"
R000579,O000839,4,"Satisfied with the product."
R000580,O000840,4,"Decent product for the price."
R000581,O000842,5,"Highly recommend to everyone."
R000582,O000843,5,"প্যাকেজিং চমৎকার ছিল।"
R000583,O000844,2,"পণ্যের মান আশানুরূপ নয়।"
R000584,O000846,3,"Average quality, expected better."
R000585,O000847,4,"ডেলিভারি সময়মতো হয়েছে।"
R000586,O000849,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000587,O000850,5,"Excellent product! Very happy with the purchase."
R000588,O000852,5,"দ্রুত ডেলিভারি মান ভালো।"
R000589,O000853,2,"Not satisfied with the quality."
R000590,O000855,3,"কোনো বিশেষ মন্তব্য নেই।"
R000591,O000856,4,"Good quality overall."
R000592,O000857,4,"Satisfied with the product."
R000593,O000859,5,"Excellent product, very happy with the purchase."
R000594,O000860,5,"Highly recommend to everyone."
R000595,O000862,2,"ডেলিভারি দেরিতে হয়েছে।"
R000596,O000863,3,"Product is okay."
R000597,O000865,4,"Decent product for the price."
R000598,O000866,4,"ডেলিভারি সময়মতো হয়েছে।"
R000599,O000868,5,"প্যাকেজিং চমৎকার ছিল।"
R000600,O000869,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000601,O000871,2,"পণ্যের মান আশানুরূপ নয়।"
R000602,O000872,3,"মোটামুটি পণ্য।"
R000603,O000873,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000604,O000875,4,"Good quality overall."
R000605,O000876,5,"Excellent product! Very happy with the purchase."
R000606,O000878,1,"খুবই খারাপ অভিজ্ঞতা।"
R000607,O000879,2,"Not satisfied with the quality."
R000608,O000881,3,"Average quality, expected better."
R000609,O000882,4,"Satisfied with the product."
R000610,O000884,5,"দ্রুত ডেলিভারি মান ভালো।"
R000611,O000885,5,"Excellent product, very happy with the purchase."
R000612,O000886,1,"Very disappointed."
R000613,O000888,3,"কোনো বিশেষ মন্তব্য নেই।"
R000614,O000889,3,"Product is okay."
R000615,O000891,4,"Decent product for the price."
R000616,O000892,5,"Highly recommend to everyone."
R000617,O000894,5,"প্যাকেজিং চমৎকার ছিল।"
R000618,O000895,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R000619,O000897,3,"মোটামুটি পণ্য।"
R000620,O000898,4,"ডেলিভারি সময়মতো হয়েছে।"
R000621,O000900,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R000622,O000901,5,"Excellent product! Very happy with the purchase."
R000623,O000902,5,"দ্রুত ডেলিভারি মান ভালো।"
R000624,O000904,1,"খুবই খারাপ অভিজ্ঞতা।"
R000625,O000905,3,"Average quality, expected better."
R000626,O000907,4,"Good quality overall."
R000627,O000908,4,"Satisfied with the product."
R000628,O000910,5,"Excellent product, very happy with the purchase."
R000629,O000911,5,"Highly recommend to everyone."
R000630,O000913,2,"ডেলিভারি দেরিতে হয়েছে।"
R000631,O000914,3,"কোনো বিশেষ মন্তব্য নেই।"
R000632,O000915,4,"Decent product for the price."
R000633,O000917,4,"ডেলিভারি সময়মতো হয়েছে।"
R000634,O000918,5,"প্যাকেজিং চমৎকার ছিল।"
R000635,O000920,5,"Excellent product! Very happy with the purchase."
R000636,O000921,2,"পণ্যের মান আশানুরূপ নয়।"
